"HSSD400","HSSD80","HSSD80_proximity","HSSD80_reject","SCANNET200","SCANNET200_proximity","SCANNET200_reject","NYU40","NYU40_proximity","NYU40_reject","MPCAT40","MPCAT40_proximity","MPCAT40_reject","COCO80","COCO80_proximity","COCO80_reject"
"gym_equipment","exercise_bike","0.9059","False","machine","0.8898","False","otherfurniture","0.8654","True","gym_equipment","1.0","False","bicycle","0.8595","True"
"hammock","bed","0.8333","True","bed","0.8333","True","bed","0.8333","True","bed","0.8333","True","bed","0.8333","True"
"hand_wash","toiletry","0.9038","False","shower","0.8997","True","picture","0.8856","True","shower","0.8997","True","bottle","0.8822","False"
"handle","drinkware","0.8981","True","pipe","0.9131","True","otherprop","0.8974","False","objects","0.88","False","bottle","0.8972","True"
"hanger","clothing","0.879","True","clothes","0.883","True","clothes","0.883","True","clothes","0.883","True","fork","0.8682","True"
"hanging_clothes","clothing","0.8971","False","clothes","0.8975","False","clothes","0.8975","False","clothes","0.8975","False","handbag","0.833","True"
"hat","picture","0.8876","True","hat","1.0","False","picture","0.8876","True","picture","0.8876","True","cup","0.8778","True"
"heater","toaster","0.8782","True","radiator","0.9174","False","lamp","0.8783","True","lighting","0.8675","True","toaster","0.8782","True"
"hedge","tree","0.8759","False","plant","0.8656","True","wall","0.861","True","plant","0.8656","True","car","0.8528","True"
"hose","camera","0.8893","True","pipe","0.9078","False","picture","0.8862","True","picture","0.8862","True","cup","0.8788","True"
"ironing_board","treadmill","0.8478","True","ironing board","1.0","False","towel","0.8492","True","towel","0.8492","True","surfboard","0.8726","True"
"jacuzzi","bathtub","0.897","False","bathtub","0.897","False","bathtub","0.897","False","bathtub","0.897","False","sink","0.8414","True"
"jar","bottle","0.9213","False","bottle","0.9213","False","picture","0.8988","True","picture","0.8988","True","bottle","0.9213","False"
"jewelry_box","tray","0.8977","True","box","0.9329","False","box","0.9329","False","cabinet","0.8947","True","book","0.8817","True"
"jug","bottle","0.9164","False","cup","0.9287","False","bag","0.9005","True","picture","0.8844","True","cup","0.9287","False"
"kettle","kettle","1.0","False","coffee kettle","0.9615","False","bag","0.8832","True","appliances","0.8864","False","cup","0.9011","True"
"kitchen_appliance","coffee_maker","0.9212","False","coffee maker","0.9212","False","picture","0.8856","True","appliances","0.944","False","oven","0.9162","False"
"kitchen_counter","counter","0.9219","False","kitchen counter","1.0","False","counter","0.9219","False","counter","0.9219","False","dining table","0.887","True"
"kitchen_island","table","0.8954","False","kitchen counter","0.9375","False","desk","0.9081","True","table","0.8954","False","dining table","0.9132","False"
"kitchen_lower_cabinet","cabinet","0.9313","False","kitchen cabinet","0.95","False","cabinet","0.9313","False","cabinet","0.9313","False","refrigerator","0.8819","True"
"kitchen_shelf","shelves","0.9257","False","shelf","0.9412","False","shelves","0.9257","False","shelving","0.9149","False","dining table","0.8441","True"
"kitchen_utensil","mixing_bowl","0.9072","True","hair dryer","0.901","True","picture","0.8859","True","misc","0.8871","False","knife","0.927","False"
"kitchen_wall","shelves","0.8742","True","wall","0.9159","False","wall","0.9159","False","wall","0.9159","False","refrigerator","0.8618","True"
"knife","picture","0.9115","True","picture","0.9115","True","picture","0.9115","True","picture","0.9115","True","knife","1.0","False"
"knife_holder","drinkware","0.8555","True","toilet paper holder","0.882","True","shelves","0.8444","True","shelving","0.8463","True","knife","0.8817","True"
"knob","camera","0.8844","True","object","0.8852","False","picture","0.8824","True","misc","0.884","False","spoon","0.8786","True"
"ladder","shelves","0.901","True","ladder","1.0","False","shelves","0.901","True","stairs","0.9096","False","chair","0.8833","True"
"lamp","table_lamp","0.9455","False","lamp","1.0","False","lamp","1.0","False","lighting","0.9143","False","cup","0.8937","True"
"lamp_stand","table_lamp","0.9459","False","lamp","0.9526","False","lamp","0.9526","False","lighting","0.8818","False","chair","0.8645","True"
"lamp_table","table_lamp","0.9527","False","table","0.9328","False","table","0.9328","False","table","0.9328","False","dining table","0.9117","True"
"laptop","laptop","1.0","False","laptop","1.0","False","desk","0.9016","True","picture","0.8935","True","laptop","1.0","False"
"lattice","picture","0.8787","True","structure","0.8891","False","otherstructure","0.9024","False","picture","0.8787","True","cup","0.8572","True"
"laundry_basket","trashcan","0.9012","True","laundry basket","1.0","False","clothes","0.8749","True","clothes","0.8749","True","suitcase","0.8727","True"
"led_tv","tv","0.9466","False","tv","0.9466","False","television","0.9375","False","tv_monitor","0.9476","False","tv","0.9466","False"
"light","candle","0.9346","False","light","1.0","False","lamp","0.9436","False","lighting","0.9571","False","person","0.9005","True"
"light_switch","phone","0.8855","True","light switch","1.0","False","door","0.8806","True","door","0.8806","True","cell phone","0.8732","True"
"liquid_soap","soap_dispenser","0.9061","False","soap dispenser","0.9061","False","picture","0.8712","True","shower","0.875","True","bottle","0.8762","False"
"locker","wardrobe","0.9039","False","wardrobe","0.9039","False","door","0.8836","True","door","0.8836","True","refrigerator","0.8827","True"
"machine","camera","0.9279","False","machine","1.0","False","picture","0.9256","False","appliances","0.9349","False","truck","0.9151","True"
"magazine","book","0.9226","False","book","0.9226","False","books","0.9101","False","picture","0.8755","True","book","0.9226","False"
"mailbox","trashcan","0.8752","True","mailbox","1.0","False","box","0.8775","False","misc","0.87","True","parking meter","0.8847","True"
"media_console","tv","0.9071","True","tv stand","0.9369","False","television","0.9066","True","tv_monitor","0.8971","True","tv","0.9071","True"
"microwave","microwave","1.0","False","microwave","1.0","False","picture","0.8881","True","misc","0.8921","True","microwave","1.0","False"
"mirror","mirror","1.0","False","mirror","1.0","False","mirror","1.0","False","mirror","1.0","False","cell phone","0.8716","True"
"mixer","blender","0.8675","True","machine","0.8803","False","counter","0.8512","True","appliances","0.8701","True","bowl","0.8523","True"
"monitor","tv","0.9382","False","monitor","1.0","False","television","0.933","False","tv_monitor","0.9719","False","tv","0.9382","False"
"mortar","camera","0.8782","True","structure","0.8766","True","wall","0.8664","True","objects","0.8678","True","bottle","0.8655","True"
"motorcycle","motorcycle","1.0","False","bicycle","0.9481","False","picture","0.8957","True","picture","0.8957","True","motorcycle","1.0","False"
"musical_instrument","mobile_phone","0.8828","True","guitar","0.9257","False","otherfurniture","0.8895","True","furniture","0.8953","True","keyboard","0.8961","True"
"newspaper","book","0.8999","False","paper","0.9229","False","paper","0.9229","False","picture","0.8757","True","book","0.8999","False"
"newspaper_basket","trashcan","0.8219","True","basket","0.9085","False","bag","0.8372","True","chair","0.7943","True","handbag","0.8155","True"
"nightstand","chest_of_drawers","0.8697","True","nightstand","1.0","False","night_stand","0.9628","False","chest_of_drawers","0.8697","True","bed","0.8346","True"
"object","picture","0.9457","False","object","1.0","False","picture","0.9457","False","objects","0.985","False","person","0.9398","False"
"object__outside","camera","0.918","True","object","0.973","False","picture","0.9168","True","objects","0.9561","False","person","0.9098","True"
"office_utensil","mixing_bowl","0.888","True","cup","0.8855","True","desk","0.8768","True","misc","0.8793","False","knife","0.9081","True"
"oil_lamp","candle","0.9078","False","lamp","0.9208","False","lamp","0.9208","False","objects","0.8613","True","bottle","0.8704","True"
"oven","oven","1.0","False","oven","1.0","False","box","0.8954","True","appliances","0.9176","False","oven","1.0","False"
"oven_vent","oven","0.9387","False","oven","0.9387","False","shelves","0.8685","True","appliances","0.8767","True","oven","0.9387","False"
"painting","picture","0.8978","False","picture","0.8978","False","picture","0.8978","False","picture","0.8978","False","book","0.8735","True"
"painting_frame","picture_frame","0.9246","False","monitor","0.8448","True","window","0.8373","True","tv_monitor","0.8525","True","tv","0.8416","True"
"pan","pan","1.0","False","picture","0.9002","True","picture","0.9002","True","picture","0.9002","True","bowl","0.8993","False"
"panel","cabinet","0.8684","True","board","0.889","False","cabinet","0.8684","True","board_panel","0.9606","False","tv","0.8514","True"
"panel_screen","tv","0.8707","True","tv","0.8707","True","television","0.8677","True","board_panel","0.9392","False","tv","0.8707","True"
"paper_towel_dispenser","soap_dispenser","0.9091","True","paper towel dispenser","1.0","False","toilet","0.8516","True","toilet","0.8516","True","toilet","0.8516","True"
"partition","picture","0.8892","True","divider","0.8902","False","picture","0.8892","True","picture","0.8892","True","person","0.8773","True"
"perfume","bottle","0.891","False","bottle","0.891","False","clothes","0.8807","True","clothes","0.8807","True","bottle","0.891","False"
"person","person","1.0","False","person","1.0","False","picture","0.9503","False","picture","0.9503","False","person","1.0","False"
"phone","phone","1.0","False","telephone","0.9467","False","picture","0.9396","False","picture","0.9396","False","cell phone","0.9765","False"
"photo","picture","0.9909","False","picture","0.9909","False","picture","0.9909","False","picture","0.9909","False","person","0.9469","False"
"photo_mount","camera","0.9338","False","picture","0.9284","False","picture","0.9284","False","picture","0.9284","False","tv","0.8842","True"
"piano","car","0.8761","True","piano","1.0","False","desk","0.8848","True","furniture","0.8824","False","keyboard","0.9125","False"
"picture","picture","1.0","False","picture","1.0","False","picture","1.0","False","picture","1.0","False","person","0.9503","False"
"picture_frame","picture_frame","1.0","False","picture","0.9038","False","picture","0.9038","False","picture","0.9038","False","tv","0.8796","True"
"pillar","picture","0.8772","True","pillar","1.0","False","lamp","0.879","True","column","0.9335","False","cup","0.8703","True"
"pillow","cushion","0.9507","False","pillow","1.0","False","pillow","1.0","False","cushion","0.9507","False","bed","0.9004","True"
"ping_pong_table","table","0.8757","False","dining table","0.8812","True","table","0.8757","False","table","0.8757","False","dining table","0.8812","True"
"pipe","bowl","0.9082","True","pipe","1.0","False","picture","0.9013","True","picture","0.9013","True","cup","0.9097","True"
"pitcher","drinkware","0.8443","True","water pitcher","0.9051","False","toilet","0.8148","True","plant","0.8315","True","cup","0.8441","True"
"plant","potted_plant","0.9508","False","plant","1.0","False","picture","0.9075","True","plant","1.0","False","potted plant","0.9508","False"
"plant_art","potted_plant","0.8835","False","plant","0.9292","False","picture","0.8422","True","plant","0.9292","False","potted plant","0.8835","False"
"plate","plate","1.0","False","plate","1.0","False","picture","0.9128","True","picture","0.9128","True","bowl","0.9144","False"
"platform","counter","0.8527","True","structure","0.898","False","counter","0.8527","True","seating","0.8697","True","train","0.9197","True"
"platter","plate","0.9301","False","plate","0.9301","False","table","0.8813","True","table","0.8813","True","bowl","0.8909","False"
"playground","car","0.8565","True","structure","0.8771","False","otherfurniture","0.8579","True","gym_equipment","0.8895","False","train","0.8638","True"
"playground_element","camera","0.8313","True","structure","0.8543","True","otherfurniture","0.84","True","gym_equipment","0.875","False","skateboard","0.8309","True"
"plush_toy","plush_toy","1.0","False","stuffed animal","0.9415","False","pillow","0.8945","True","cushion","0.8924","True","person","0.8756","True"
"pool","bathtub","0.8793","False","bathtub","0.8793","False","bathtub","0.8793","False","bathtub","0.8793","False","boat","0.9029","True"
"pool_table","table","0.8408","True","coffee table","0.8602","True","desk","0.8572","True","table","0.8408","True","dining table","0.8519","True"
"post","picture","0.9034","True","picture","0.9034","True","picture","0.9034","True","picture","0.9034","True","person","0.8726","True"
"pot","pot","1.0","False","bowl","0.9353","False","box","0.9019","True","plant","0.9136","True","bowl","0.9353","False"
"printer","printer","1.0","False","printer","1.0","False","paper","0.9141","True","picture","0.8998","True","laptop","0.8911","True"
"projector","camera","0.8946","True","projector","1.0","False","picture","0.8892","True","picture","0.8892","True","tv","0.891","False"
"projector_screen","tv","0.8915","False","projector screen","1.0","False","television","0.8797","False","tv_monitor","0.8846","False","tv","0.8915","False"
"rack","shelves","0.8718","True","rack","1.0","False","shelves","0.8718","True","shelving","0.8763","False","truck","0.8479","True"
"radiator","camera","0.8529","True","radiator","1.0","False","wall","0.8642","True","furniture","0.8697","True","refrigerator","0.8614","True"
"radio","camera","0.9172","True","speaker","0.9115","False","television","0.904","True","appliances","0.903","False","tv","0.8954","True"
"rail","camera","0.8925","True","rail","1.0","False","picture","0.8807","True","railing","0.9096","False","train","0.927","False"
"railing","bench","0.8615","True","stair rail","0.9229","False","wall","0.854","True","railing","1.0","False","bench","0.8615","True"
"range_hood","range_hood","1.0","False","range hood","1.0","False","shelves","0.8262","True","appliances","0.8288","True","oven","0.8381","True"
"record_player","laptop","0.8766","True","laptop","0.8766","True","books","0.8762","True","picture","0.8642","True","laptop","0.8766","True"
"rock","tree","0.8783","True","structure","0.8874","True","wall","0.8852","True","wall","0.8852","True","boat","0.8821","True"
"rocking_horse","exercise_bike","0.8762","True","chair","0.8607","True","chair","0.8607","True","chair","0.8607","True","horse","0.8761","True"
"rod","picture","0.8933","True","closet rod","0.9432","False","picture","0.8933","True","picture","0.8933","True","fork","0.8846","True"
"rolling_cart","bicycle","0.8701","True","cart","0.9665","False","otherfurniture","0.8692","True","furniture","0.8763","False","bus","0.8745","True"
"roof","car","0.8695","True","structure","0.9192","False","ceiling","0.8915","False","ceiling","0.8915","False","boat","0.8777","True"
"safe","camera","0.8968","True","container","0.9094","False","box","0.9023","False","objects","0.8868","False","cup","0.8921","True"
"sauna_heater","oven","0.8088","True","radiator","0.8402","True","otherfurniture","0.8066","True","furniture","0.8105","True","oven","0.8088","True"
"scale","kitchen_scale","0.9035","False","scale","1.0","False","picture","0.8974","True","picture","0.8974","True","person","0.8801","True"
"screen","tv","0.9323","False","tv","0.9323","False","television","0.9261","False","tv_monitor","0.928","False","tv","0.9323","False"
"sculpture","book","0.8628","True","decoration","0.9093","False","otherprop","0.869","True","furniture","0.8751","True","book","0.8628","True"
"seat","chair","0.9635","False","seat","1.0","False","chair","0.9635","False","seating","0.9689","False","chair","0.9635","False"
"security_camera","camera","0.9329","False","machine","0.8953","True","television","0.8901","True","objects","0.8857","False","tv","0.8885","True"
"semi_chair","chair","0.9794","False","chair","0.9794","False","chair","0.9794","False","chair","0.9794","False","chair","0.9794","False"
"set_of_armchairs","chair","0.9177","False","armchair","0.9304","False","chair","0.9177","False","seating","0.9206","False","chair","0.9177","False"
"sewing_machine","printer","0.8801","True","machine","0.8908","False","clothes","0.8797","True","clothes","0.8797","True","laptop","0.8571","True"
"shack","picture","0.8823","True","container","0.8892","True","wall","0.885","True","wall","0.885","True","truck","0.8926","True"
"shampoo","toiletry","0.9091","False","hair dryer","0.9096","True","clothes","0.8901","True","shower","0.8936","True","bottle","0.8858","False"
"shelf","shelves","0.9772","False","shelf","1.0","False","shelves","0.9772","False","shelving","0.9657","False","book","0.8877","True"
"shelf_cabinet","shelves","0.9478","False","shelf","0.959","False","shelves","0.9478","False","shelving","0.9471","False","tv","0.8637","True"
"shirt","clothing","0.9291","False","clothes","0.9417","False","clothes","0.9417","False","clothes","0.9417","False","cup","0.8926","True"
"shoe","shoes","0.9894","False","shoe","1.0","False","picture","0.9147","True","picture","0.9147","True","person","0.9047","True"
"shoes","shoes","1.0","False","shoe","0.9894","False","clothes","0.9217","False","clothes","0.9217","False","person","0.9041","True"
"shovel","picture","0.8922","True","broom","0.8975","False","picture","0.8922","True","picture","0.8922","True","knife","0.9006","True"
"shower","shower","1.0","False","shower","1.0","False","toilet","0.8804","True","shower","1.0","False","toilet","0.8804","True"
"shower_door","shower","0.9226","False","shower door","1.0","False","door","0.9165","False","shower","0.9226","False","toilet","0.8589","True"
"shower_glass","shower","0.9062","False","shower door","0.9134","False","window","0.8941","True","shower","0.9062","False","wine glass","0.8605","True"
"shower_hose","shower","0.8948","False","shower head","0.9136","False","picture","0.8499","True","shower","0.8948","False","hair drier","0.8544","True"
"shower_mat","shower","0.8626","True","shower curtain","0.8883","True","shower_curtain","0.8883","True","towel","0.879","True","bed","0.7982","True"
"shower_soap_shelf","soap_dispenser","0.8688","True","shower wall","0.8987","True","shower_curtain","0.8556","True","shower","0.8617","True","sink","0.8351","True"
"shower_tap","shower","0.9162","False","shower head","0.918","False","sink","0.8577","True","shower","0.9162","False","sink","0.8577","True"
"shower_wall","shower","0.9393","False","shower wall","1.0","False","wall","0.8944","False","shower","0.9393","False","toilet","0.8666","True"
"showerhead","shower","0.9174","False","shower head","0.9642","False","shower_curtain","0.8451","True","shower","0.9174","False","hair drier","0.8411","True"
"sink","sink","1.0","False","sink","1.0","False","sink","1.0","False","sink","1.0","False","sink","1.0","False"
"sink_basin","sink","0.9418","False","sink","0.9418","False","sink","0.9418","False","sink","0.9418","False","sink","0.9418","False"
"sink_cabinet","sink","0.9472","False","sink","0.9472","False","sink","0.9472","False","sink","0.9472","False","sink","0.9472","False"
"sitting_area","table","0.8997","True","furniture","0.9217","False","otherfurniture","0.9104","False","seating","0.9543","False","dining table","0.8977","True"
"skateboard","car","0.8618","True","board","0.8762","False","picture","0.8464","True","picture","0.8464","True","skateboard","1.0","False"
"skirting_board","shelves","0.8652","True","divider","0.8746","True","wall","0.8734","True","wall","0.8734","True","surfboard","0.8406","True"
"slide","picture","0.8645","True","tube","0.882","True","picture","0.8645","True","seating","0.868","True","train","0.8422","True"
"sliding_door","door","0.9271","False","door","0.9271","False","door","0.9271","False","door","0.9271","False","refrigerator","0.8538","True"
"smoke_alarm","camera","0.8428","True","fire alarm","0.927","False","picture","0.83","True","appliances","0.8593","True","oven","0.8358","True"
"soap","toiletry","0.9097","False","soap dish","0.946","False","paper","0.8742","True","shower","0.8826","True","cup","0.8815","True"
"soap_bottle","bottle","0.9346","False","bottle","0.9346","False","clothes","0.8573","True","clothes","0.8573","True","bottle","0.9346","False"
"soap_dish","tray","0.8883","False","soap dish","1.0","False","sink","0.8663","True","sink","0.8663","True","bowl","0.8883","True"
"soap_dispenser","soap_dispenser","1.0","False","soap dispenser","1.0","False","toilet","0.8559","True","toilet","0.8559","True","toilet","0.8559","True"
"soap_dispenser_shelf_in_shower","soap_dispenser","0.8722","True","soap dispenser","0.8722","True","shower_curtain","0.7621","True","shower","0.7658","True","sink","0.7332","True"
"soapbox","camera","0.8505","True","box","0.8827","False","box","0.8827","False","furniture","0.8536","True","motorcycle","0.8479","True"
"socket","camera","0.9108","True","power outlet","0.9506","False","picture","0.9011","True","objects","0.9049","False","cup","0.8951","True"
"sofa_set","couch","0.9142","False","sofa chair","0.9412","False","sofa","0.9506","False","sofa","0.9506","False","couch","0.9142","False"
"speaker","camera","0.901","True","speaker","1.0","False","television","0.8974","True","appliances","0.8808","False","tv","0.8961","True"
"spice_rack","shelves","0.874","True","bookshelf","0.8693","True","shelves","0.874","True","shelving","0.8665","True","spoon","0.8281","True"
"stack_of_papers","book","0.853","True","paper","0.8838","False","paper","0.8838","False","column","0.8187","True","book","0.853","True"
"stair_step","shelves","0.8514","True","stairs","0.9651","False","shelves","0.8514","True","stairs","0.9651","False","skateboard","0.8409","True"
"staircase","shelves","0.8648","True","stairs","0.9756","False","shelves","0.8648","True","stairs","0.9756","False","chair","0.8465","True"
"stairs","shelves","0.8785","True","stairs","1.0","False","shelves","0.8785","True","stairs","1.0","False","chair","0.8684","True"
"stand","stand","1.0","False","stand","1.0","False","picture","0.8791","True","picture","0.8791","True","person","0.8698","True"
"statue","picture","0.8581","True","structure","0.8868","True","picture","0.8581","True","objects","0.8614","True","clock","0.8559","True"
"step","picture","0.9152","True","stairs","0.925","False","picture","0.9152","True","stairs","0.925","False","person","0.8962","True"
"stone","picture","0.902","True","object","0.9162","False","wall","0.903","True","objects","0.9096","False","bottle","0.8928","True"
"stool","stool","1.0","False","stool","1.0","False","chair","0.9269","False","stool","1.0","False","chair","0.9269","False"
"storage","shelves","0.9125","False","storage container","0.9558","False","box","0.924","False","appliances","0.9181","True","book","0.9004","True"
"storage_box","filing_cabinet","0.9093","False","storage bin","0.9699","False","box","0.9578","False","picture","0.8919","True","suitcase","0.9082","False"
"storage_cabinet","cabinet","0.9445","False","file cabinet","0.956","False","cabinet","0.9445","False","cabinet","0.9445","False","refrigerator","0.9187","True"
"storage_space","shelves","0.9136","False","storage organizer","0.9566","False","shelves","0.9136","False","shelving","0.9172","False","book","0.8838","True"
"stove","oven","0.9289","False","stove","1.0","False","television","0.8735","True","appliances","0.9079","False","oven","0.9289","False"
"stovetop","oven","0.9017","False","oven","0.9017","False","sink","0.8692","True","sink","0.8692","True","oven","0.9017","False"
"stuffed_animal","plush_toy","0.9415","False","stuffed animal","1.0","False","picture","0.8759","True","picture","0.8759","True","teddy bear","0.9153","False"
"sunbed","bed","0.8609","True","bed","0.8609","True","bed","0.8609","True","bed","0.8609","True","bed","0.8609","True"
"swimming_pool","car","0.8563","True","structure","0.8772","False","bathtub","0.8499","True","seating","0.8513","True","boat","0.8866","True"
"swing","chair","0.8481","True","chair","0.8481","True","chair","0.8481","True","seating","0.8485","True","chair","0.8481","True"
"switch","picture","0.9253","False","picture","0.9253","False","picture","0.9253","False","picture","0.9253","False","cell phone","0.9055","True"
"table","table","1.0","False","table","1.0","False","table","1.0","False","table","1.0","False","dining table","0.9579","False"
"tablecloth","table","0.8951","False","table","0.8951","False","table","0.8951","False","table","0.8951","False","dining table","0.88","False"
"tablet","laptop","0.9256","False","laptop","0.9256","False","television","0.8936","True","tv_monitor","0.8943","False","laptop","0.9256","False"
"tap","camera","0.8987","True","pipe","0.9028","False","counter","0.8858","True","counter","0.8858","True","cup","0.8962","True"
"teapot","teapot","1.0","False","coffee kettle","0.9265","False","picture","0.8779","True","picture","0.8779","True","cup","0.9047","False"
"telescope","camera","0.839","True","structure","0.8358","True","otherprop","0.8181","True","gym_equipment","0.822","True","bicycle","0.8146","True"
"tent","car","0.8757","True","structure","0.8817","False","bag","0.8783","True","bed","0.8752","True","car","0.8757","True"
"thermostat","camera","0.8652","True","power outlet","0.8785","True","television","0.8479","True","appliances","0.8652","True","clock","0.854","True"
"throw_blanket","cushion","0.8652","True","blanket","0.9534","False","towel","0.9017","False","towel","0.9017","False","bed","0.8376","True"
"tile","picture","0.8841","True","floor","0.8948","False","floor","0.8948","False","floor","0.8948","False","book","0.8672","True"
"tissue","picture","0.9063","True","tissue box","0.9496","False","paper","0.9313","False","clothes","0.9123","True","cup","0.9072","True"
"tissue_box","trashcan","0.8751","True","tissue box","1.0","False","box","0.9094","False","picture","0.8629","True","cup","0.8609","True"
"toaster","toaster","1.0","False","toaster","1.0","False","picture","0.8843","True","misc","0.885","True","toaster","1.0","False"
"toilet","toilet","1.0","False","toilet","1.0","False","toilet","1.0","False","toilet","1.0","False","toilet","1.0","False"
"toilet_bin","toilet","0.9597","False","bin","0.961","False","toilet","0.9597","False","toilet","0.9597","False","toilet","0.9597","False"
"toilet_brush","toilet","0.9076","True","plunger","0.9086","False","toilet","0.9076","True","toilet","0.9076","True","toothbrush","0.9124","True"
"toilet_brush_holder","toilet","0.8859","True","toilet paper holder","0.9306","False","toilet","0.8859","True","toilet","0.8859","True","toilet","0.8859","True"
"toilet_cleaner","toilet","0.9134","True","toilet paper","0.9323","False","toilet","0.9134","True","toilet","0.9134","True","toilet","0.9134","True"
"toilet_paper","toilet","0.925","True","toilet paper","1.0","False","toilet","0.925","True","toilet","0.925","True","toilet","0.925","True"
"toilet_sink","sink","0.9653","False","sink","0.9653","False","sink","0.9653","False","sink","0.9653","False","sink","0.9653","False"
"toilet_stall","toilet","0.9546","False","toilet","0.9546","False","toilet","0.9546","False","toilet","0.9546","False","toilet","0.9546","False"
"toiletry","toiletry","1.0","False","toilet","0.9195","True","toilet","0.9195","True","toilet","0.9195","True","toilet","0.9195","True"
"tool","picture","0.9233","True","machine","0.9267","False","picture","0.9233","True","picture","0.9233","True","knife","0.9247","True"
"towel","clothing","0.883","True","towel","1.0","False","towel","1.0","False","towel","1.0","False","sandwich","0.8634","True"
"towel_basket","toiletry","0.8583","True","towel","0.9355","False","towel","0.9355","False","towel","0.9355","False","toilet","0.8439","True"
"towel_holder","toiletry","0.8766","True","toilet paper holder","0.9255","False","towel","0.9115","True","towel","0.9115","True","toilet","0.8356","True"
"towel_rack","toiletry","0.8617","True","toilet paper holder","0.8912","True","towel","0.8901","True","towel","0.8901","True","toilet","0.8234","True"
"towel_ring","toiletry","0.8351","True","towel","0.869","True","towel","0.869","True","towel","0.869","True","toilet","0.8266","True"
"toy","plush_toy","0.9356","False","object","0.9313","False","picture","0.9147","True","objects","0.9258","False","person","0.9108","True"
"tray","tray","1.0","False","tray","1.0","False","table","0.9181","True","table","0.9181","True","bowl","0.8948","True"
"treadmill","treadmill","1.0","False","printer","0.876","True","picture","0.8654","True","gym_equipment","0.8725","True","keyboard","0.8638","True"
"tree","tree","1.0","False","plant","0.9076","False","picture","0.8978","True","plant","0.9076","False","truck","0.899","True"
"tripod","camera","0.9151","False","structure","0.8937","True","picture","0.887","True","picture","0.887","True","backpack","0.8747","True"
"tv","tv","1.0","False","tv","1.0","False","television","0.9914","False","tv_monitor","0.965","False","tv","1.0","False"
"tv_stand","tv","0.9288","False","tv stand","1.0","False","television","0.9193","True","tv_monitor","0.9075","True","tv","0.9288","False"
"umbrella","shower","0.855","True","bag","0.8625","True","bag","0.8625","True","shower","0.855","True","umbrella","1.0","False"
"urinal","toilet","0.9066","False","toilet","0.9066","False","toilet","0.9066","False","toilet","0.9066","False","toilet","0.9066","False"
"utensil","picture","0.8998","True","cup","0.903","True","picture","0.8998","True","misc","0.9026","False","spoon","0.9443","False"
"vacuum_cleaner","blender","0.887","True","vacuum cleaner","1.0","False","picture","0.8721","True","appliances","0.8868","False","car","0.8648","True"
"vanity","mirror","0.8823","False","bathroom vanity","0.9288","False","desk","0.8851","False","mirror","0.8823","False","sink","0.8775","True"
"vase","vase","1.0","False","cup","0.8938","True","lamp","0.8708","True","plant","0.8777","True","vase","1.0","False"
"vent","camera","0.8827","True","vent","1.0","False","otherstructure","0.8857","False","beam","0.8806","True","oven","0.8789","True"
"ventilation_hood","range_hood","0.8921","False","vent","0.9003","False","shelves","0.8515","True","appliances","0.8663","True","oven","0.8713","True"
"wall","picture","0.9012","True","wall","1.0","False","wall","1.0","False","wall","1.0","False","truck","0.8888","True"
"wall__outside","door","0.8843","True","wall","0.9819","False","wall","0.9819","False","wall","0.9819","False","truck","0.8709","True"
"wall_board","wall_clock","0.8699","True","board","0.933","False","wall","0.9204","False","board_panel","0.9223","False","tv","0.8527","True"
"wall_cubby","cabinet","0.8846","False","wall","0.9228","False","wall","0.9228","False","wall","0.9228","False","refrigerator","0.8625","True"
"wall_desk","table","0.902","False","desk","0.9511","False","desk","0.9511","False","table","0.902","False","dining table","0.894","True"
"wall_panel","wall_lamp","0.8763","True","wall","0.9393","False","wall","0.9393","False","wall","0.9393","False","tv","0.8555","True"
"wardrobe","wardrobe","1.0","False","wardrobe","1.0","False","clothes","0.9255","False","clothes","0.9255","False","refrigerator","0.8853","True"
"wash_cabinet","cabinet","0.9429","False","cabinet","0.9429","False","cabinet","0.9429","False","cabinet","0.9429","False","refrigerator","0.9012","True"
"washbasin","toilet","0.9118","True","toilet","0.9118","True","toilet","0.9118","True","toilet","0.9118","True","toilet","0.9118","True"
"washer_dryer","washer_dryer","1.0","False","washing machine","0.9358","False","refridgerator","0.8772","True","appliances","0.8978","False","refrigerator","0.8918","True"
"washing_machine_and_dryer","washer_dryer","0.9594","False","washing machine","0.9473","False","toilet","0.8587","True","appliances","0.8864","False","refrigerator","0.8642","True"
"water_dispenser","soap_dispenser","0.8943","False","water cooler","0.9196","False","toilet","0.8798","True","appliances","0.8871","False","refrigerator","0.8865","True"
"watering_can","kettle","0.8784","False","bucket","0.8903","True","bag","0.8444","True","plant","0.8241","True","cup","0.8634","True"
"weight","picture","0.9168","True","scale","0.9354","False","picture","0.9168","True","picture","0.9168","True","person","0.9064","True"
"wheelbarrow","chair","0.8524","True","cart","0.8896","False","chair","0.8524","True","chair","0.8524","True","chair","0.8524","True"
"window","window","1.0","False","window","1.0","False","window","1.0","False","window","1.0","False","car","0.8766","True"
"window_frame","window","0.972","False","window","0.972","False","window","0.972","False","window","0.972","False","tv","0.861","True"
"window_shade","window","0.9324","False","window","0.9324","False","window","0.9324","False","window","0.9324","False","cup","0.8396","True"
"window_shutter","window","0.9231","False","window","0.9231","False","window","0.9231","False","window","0.9231","False","knife","0.8286","True"
