Object Hash,"Articulated Object:
does the object have links/joint/slides which should move relative to the base?

E.g. a fridge, chest of drawers, or cabinet","Is Pickable:
is the object small enough to be picked up and carried around in one hand?
Furniture is not pickable (chairs, stools, etc...)","Semantic Category:
CONDENSED

This is an effort to condense the semantic categories by a couple hundred","Semantic Category:
The primary semantic category for the object

All empty fields should be filled and incorrect semantic classes corrected.",,
3e4758de5664722fbdb6d68ad1b4dc580c6ab1d2,No,No,swing,swing,,
3e4790548c158671fec162757053201da04b6259,Yes,No,dresser,dresser,,
3e4ff11c4eba7495b101a6a1eeec8480520fd3ec,Yes,No,cabinet,cabinet,,
3e52854c430f559dd400e7272105ff174b44b6b8,Yes,No,stand,stand,,
3e52e4b5e1f13c9d03e25d8b252cfb0e084e43d6,No,No,bin,trash_bin,,
3e5b80fa279112c4c407bed02c7ffb555d6dc66a,No,No,stool,stool,,
3e5f2e2107948399a61f5ffbb800c794ed5bbcdc,No,No,bench,bench,,
3e61f47f597c86954908ee309b4964c98796c914,No,No,vase,vase,,
3e622f9071456a555373d78ca460aa501a061bbf,No,No,lamp,floor_lamp,,
3e647fdf41d67812a049b3f94a7113c97ac0aa6c,No,No,pillow,pillow,,
3e6ccc40ee0f11bc3dadecfc6a0b9ae516f872c3,No,No,seat,chair,,
3e716af6b1a9af150bff60af9daf6a63cc80b792,No,No,stool,stool,,
3e73c553ebba0e0411bfa6988ba58da782de42f0,No,No,seat,chair,,
3e771ce33fe12825766de40d15a3463d6c006444,No,No,board,board,,
3e79880cbe8a52cff5dfbf5e0ce3de0044a8ae77,No,No,toilet_cleaner,toilet_cleaner,,
3e8468e6a7c286c61e1ceb5f1ecbec77f07c1e38,Yes,No,stand,stand,,
3e89c436ad75242425fbe429e7904e1adfd3a67d,Yes,No,grill,grill,,
3e8e6a9e8fdb5aa6fc1a4656d47c1f5697c3ecfc,No,No,picture,picture,,
3e8fb8993fed7051cb6da2ee1001d1cba046aaf8,No,No,table,table,,
3e8fb8993fed7051cb6da2ee1001d1cba046aaf8_part_3,No,No,seat,chair,,
3e8fb8993fed7051cb6da2ee1001d1cba046aaf8_part_5,No,No,table,table,,
3e949e31d69bdd211bd5fa1f401fe7152039de86,No,No,mirror,mirror,,
3e9507c615c5aae1d450502350bac94997f77913,No,No,bin,trash_bin,,
3e976010152a2dc8f9ad4d038e06877d06a81c43,No,No,plant,potted_plant,,
3e991a6cc8ed46bb9f3b9641e7062ce627fe7ca9,No,Yes,teapot,teapot,,
3e99c10124197b7948be97db5066f25c18d81248,No,No,pillow,pillow,,
3ea376d7921e453ecc8f4fd0da884194347b3b94,No,No,scale,scale,,
3ea488fe4637147b9f040a32a825e95eec9069a6,No,No,bed_small,bed_small,,
3eb10a8dbf25170940689afef981f5e665375542,No,No,picture,picture,,
3eb172a46f5f044dd6711a26362085f46c12d2c8,No,No,range_hood,range_hood,,
3eb41a22d193086c9f7fa250c7fb0c1fb17eceb0,No,No,dinner_table,dinner_table,,
3eb41a22d193086c9f7fa250c7fb0c1fb17eceb0_part_1,No,No,table,table,,
3eb41a22d193086c9f7fa250c7fb0c1fb17eceb0_part_2,No,No,seat,chair,,
3eb8ead5dd25e0a8b830f2700749af05aaef90d2,No,No,table,table,,
3ebd2c39e2c3215693d253988bb81affbae21f68,No,No,table,table,,
3ec1423e301fa0a5df85fda5875b15dd944d54b4,No,No,carpet,carpet,,
3ec30955d616adea881266594d5f78e85dd028c9,No,No,picture,picture,,
3ec5f688f214daf2513cef1b5ac414626d41356f,No,No,toiletry,toiletry,,
3eca8d0fba79fa14a0b598f04781add2acc39e4a,No,No,table,table,,
3eccd07e62d16033ccc432437a698441fdb39904,No,No,stairs,stairs,,
3ed090ee4541d854eaf3aa4aa4124babe88225ac,No,No,picture,picture,,
3ed4b09f5cfb05779311bac471a62465027781f5,No,No,shelf,shelf,,
3eda8b281815d6f987eec96256f8c55f8ca031e2,No,No,carpet,carpet,,
3ef48b50a68edd00b3eb5cd0be641911bbde0f50,No,No,curtain_rod,curtain_rod,,
3ef5a429d184e8b41659bc5c3b16b10d77127355,No,No,lamp,floor_lamp,,
3efb80a75720ef1848a6ddf5011959653e53b172,Yes,No,cabinet,wall_cabinet,,
3eff141c33461f6e80e78774738e43f598348428,No,No,carpet,carpet,,
3f05be6330befcf290382d07a18b48ebc92d991b,Yes,No,counter,counter,,
3f0778f68a489d3995e2e3f13d13e4a90fb500a8,No,No,sink,sink,,
3f08b95d567af8bd3aba29af5b0e47c67dcca59d,No,Yes,kitchen_appliance,blender,,
3f097afa1db5d3f4197b0cde6fe1aeb5abc3e9b4,No,No,carpet,carpet,,
3f0abba5db2abc206f87857b044d22e0032518da,No,No,picture,picture,,
3f0c7d35687b428dd34de87b1b51014d0320a968,No,No,plant,potted_plant,,
3f0dd5f850d5f769c9f6c409b97a6cb20ceb0ec8,No,No,pillow,pillow,,
3f0e67f0f64d1be085eb8688fb824b6b91fee7d5,No,No,hanger,hanger,,
3f139b67bdb918947477bdaf2a82d0268fb14c02,No,No,case,case,,
3f19df1f1594de919ca78ee99451b3c1e0d38cb5,No,No,lamp,table_lamp,,
3f1c992440ec4014a37aa208b32124415d1a1aec,No,No,seat,chair,,
3f1e0b22f881d95d4cfe4e0f74b3dcdaba977e6a,No,No,blanket,blanket,,
3f28e55e96c9f14cd017e13cffa16b02e5db452e,Yes,No,counter,counter,,
3f2c056abc54481157473000b447859faef43ce3,No,No,vase,vase,,
3f3fec9b2386980336f453c04cb7cdd4d3a6bad7,No,No,picture,picture,,
3f42e7d06ab2dc33c5b93d2c7e614711a7531ff8,No,No,plant,plant,,
3f45ccc1e6d4ed2bda2c35a5687bbbe64984dfd5,No,No,shelf,shelf_/w_art,,
3f4f000ead3ecadaa3aad35d8489182509552154,No,Yes,mirror,mirror,,
3f571becae287a33621d03c3d6d170ae04e7d5e0,No,No,bed,bed,,
3f692c319f4d06a270aa586b95aebe8def82f6de,Yes,No,rack,rack,,
3f6e8d74e2352e777ad1e57f570bd58b43af240f,No,No,lamp,table_lamp,,
3f701a2f5605c6546f70ecd472251460436da20f,No,No,seat,chair,,
3f701d5185d5024f919e528d6894e4ea4a0d9a44,No,No,decoration,decoration,,
3f7921938fbc6bf8089211ea8cbedfaa4edb469e,No,No,coat_hanger,coat_hanger,,
3f7d305aab2206b1d60e2f5d972b28a657106cd0,No,No,hanger,hanger,,
3f7e151179b654ffc659bc49f5f4c16cb1142a15,No,No,seat,chair,,
3f8843df4c90130d433e81ec43ed93c27b8b49c6,No,No,shelf,shelf,,
3f88e451d9556f460b24e6894404e48c37c7d35a,No,No,shelf,shelf_/w_art,,
3f91028247466d85c5fee23c1fd754a9ac42c2ca,Yes,No,counter,counter,,
3f9265b5b5e5abd5332ce66078e5eecbc3a9366d,Yes,No,dresser,dresser,,
3f97346082a849bd111b87bb691b434aeb02b9cc,No,No,hanger,hanger,,
3f985682fd59a5349af161093dff6d3d74c5896b,No,No,vase,vase,,
3f9a25467f555edc50bfb95f5137eb1a981885dd,No,No,seat,chair,,
3f9e16dc68b30223b1a417a40395f1823318fb3c,Yes,No,bed,bed,,
3faad9004843e0823b99473c4c886291c6b9fa52,No,Yes,gym_equipment,rack_of_weights,,
3fb0ef74ad5000c19e088c6ec09725faf75298cb,Yes,No,counter,counter,,
3fb486ea577261912ff3f4d5896915489b5662e4,No,No,carpet,carpet,,
3fb7f86d744070982a2b1250941d215c81fab5a4,No,No,shelf,shelf,,
3fb7f86d744070982a2b1250941d215c81fab5a4_part_1,No,Yes,shoe,shoe,,
3fb7f86d744070982a2b1250941d215c81fab5a4_part_10,No,Yes,shoe,shoe,,
3fb7f86d744070982a2b1250941d215c81fab5a4_part_11,No,Yes,shoe,shoe,,
3fb7f86d744070982a2b1250941d215c81fab5a4_part_12,No,Yes,shoe,shoe,,
3fb7f86d744070982a2b1250941d215c81fab5a4_part_13,No,Yes,shoe,shoe,,
3fb7f86d744070982a2b1250941d215c81fab5a4_part_14,No,Yes,shoe,shoe,,
3fb7f86d744070982a2b1250941d215c81fab5a4_part_15,No,Yes,shoe,shoe,,
3fb7f86d744070982a2b1250941d215c81fab5a4_part_16,No,Yes,shoe,shoe,,
3fb7f86d744070982a2b1250941d215c81fab5a4_part_17,No,No,shelf,shelf,,
3fb7f86d744070982a2b1250941d215c81fab5a4_part_2,No,Yes,shoe,shoe,,
3fb7f86d744070982a2b1250941d215c81fab5a4_part_3,No,Yes,shoe,shoe,,
3fb7f86d744070982a2b1250941d215c81fab5a4_part_4,No,Yes,shoe,shoe,,
3fb7f86d744070982a2b1250941d215c81fab5a4_part_5,No,Yes,shoe,shoe,,
3fb7f86d744070982a2b1250941d215c81fab5a4_part_6,No,Yes,shoe,shoe,,
3fb7f86d744070982a2b1250941d215c81fab5a4_part_8,No,Yes,shoe,shoe,,
3fb7f86d744070982a2b1250941d215c81fab5a4_part_9,No,Yes,shoe,shoe,,
3fbab665c4b892a6af7e97cf1780f1d57025eed9,No,No,bowl,bowl,,
3fc7073b4253daac9a1ccddc6501eec9988e5bd0,No,Yes,toy,toy,,
3fc77979a4622ac665589e79822641ba6b7aa66f,Yes,No,dresser,dresser,,
3fc8367a781423619943f5572c5e36f68cfd7b64,No,No,seat,chair,,
3fc8d4939b7b1bada6f6e700f5f283dedee9bd2e,No,No,lamp,floor_lamp,,
3fc93ce82fc91e6d3752e98ed0cda9a19049b0b6,No,No,flower,flower,,
3fcbaf139511bf243191f7ef92adde8d5fd7821d,Yes,No,cabinet,cabinet,,
3fd2172d46955366570cf28618cfd6f2fcfcfc94,No,No,person,person,,
3fccbec42b3a3cb497b92c358f691979a749ea18,No,No,pillow,pillow,,
3fce46b44d59007f02e60c8adf5fc333b0c58528,No,No,bed,bed,,
3fe10518eb7c00d7a58b15a513980e9606373a27,Yes,No,table,table,,
3fef4438cdcaa7995c0f9a5a5ee3f0b3e7efea0f,No,No,decoration,decoration,,
3ff3032b696bbcadd38e48b79690b5971ee0f26e,No,No,plant,potted_plant,,
40073dd7d62c31dd06476e66306d3d0eaa2cea19,No,No,coat_hanger,coat_hanger,,
400a89ec51870ecc97a0a2d8f61d61e5195ec6a1,No,No,mirror,mirror,,
400ae3a2d7a2d45552ef36785c351f13f9bbcba3,No,No,flowerpot,flowerpot,,
400f544174bb917dc30e931070f73db1bc6e7d1d,No,No,bed,bed,,
400ed2b2adefa8083cd24866495e126efdee86fc,No,No,shower_soap_shelf,shower_soap_shelf,,
401a6692fb14a7ec298a488b6b5479836e707691,No,No,decoration,decoration,,
400f562319a16e1b75d4f5f1b544e1fd3102e07d,No,No,chandelier,chandelier,,
4016833c2eb2793e00e10d5b82c067a657b02b2e,No,No,decoration,decoration,,
401a64c3e373b3a8debd393eeb52b496f396f09c,No,No,seat,office_chair,,
401ff13a2f1d387a9ee7045fe0924c3ceb357d85,No,No,picture,picture,,
401e2b5c62af92aa556dd9791db25683891e918c,No,No,table,table,,
4025a145858714773e51ec13aec5ac9a7ddbae59,No,Yes,tablet,tablet,,
401fef5eb61db2523ccea49ef19f990652e26521,Yes,No,cabinet,cabinet,,
402e1a4af01cb6cc3c484f5708277785712c49e1,No,No,towel,towel,,
40336eb96234276636358281389c15b6a8ccc9b2,No,No,seat,sofa_chair,,
40379f37ce8da35e76d68ca222630a852a3ae4ed,No,No,seat,sofa_chair,,
403c107c098b7bfceb63b34731498ddc00035c3e,No,No,pillow,pillow,,
403d9472e8f86ef59c5dac1a94dbc6e8b0798c96,No,No,table,table,,
404146070e071454f055cfe3be7811fcdcb7ddbd,Yes,No,fridge,fridge,,
4044949adb6b821464ccd5d36907963ea9f151e4,Yes,No,dresser,dresser,,
404658d08d4b33398949fe41321a1c12cc33b1ee,No,No,lamp,table_lamp,,
4051d3d54042a8a57c793dedbb80bd49ad77dddc,No,No,flowerpot,flowerpot,,
405fe1ec97515864b6a7d02125f27e72022dba61,No,No,bicycle,bicycle,,
4063e1e264b4c3a056ef9c4648f72eb1deb290db,No,No,carpet,carpet,,
4065321ed3dfe1a2922852f35d570ebcdf7adc27,No,No,pillow,pillow,,
40667dfcf9d1c152d8bf09f7b7e045b85dd67240,No,No,seat,chair,,
4066fa0fa66bb631771dff6faf8b6c41f677af60,Yes,No,cabinet,cabinet,,
40677a6877bf7c07ef01fb5cf9ec4d488e2582ef,No,No,decoration,decoration,,
4067df5c246f5cfa298939c935aaef5775284b34,No,No,stool,stool,,
406c131b2490cf3d075b63c23639c7dd8de22861,No,No,painting,painting,,
406d76745e25ec42f3695bbe550bc882ea932d71,No,No,toilet,toilet,,
406dc5c9cf5499f0e865f41a7a18f8a2acc1a5b4,No,No,table,table,,
406f2c8ab60ca71de28aed10c13e8798a31d2155,No,No,picture,picture,,
406f46db4f76f7973ac743ef7fbc70b77785f05d,Yes,No,desk,desk,,
4070376d4a8377dfeb6ee51804809612041b1971,No,No,chandelier,chandelier,,
4073061b184b5326a920a0187f218d064eee2a31,No,No,flowerpot,flowerpot,,
4075139504b3298449370bb1d64bce30506a3329,No,No,picture,picture,,
407de1b669669d066999ac8e50e9fac8dacda2ff,Yes,No,coat_hanger,coat_hanger,,
408101d5f5d00edec2c62abfff2cf21350ed7d5d,No,No,lamp,ceiling_lamp,,
40810a5636487a1b7013b32c929f25229105fd2b,No,No,lamp,ceiling_lamp,,
4083065d446368810913c393d23a3030c45a4f96,No,No,decoration,decoration,,
4087db7d03a368aeb48956f358eeee58e0edd7b3,No,Yes,plate,plate,,
409aa5478fde8958607258c5974eac6d5336657e,Yes,No,dresser,dresser,,
409d1ffd1573b148df0ff084d888927bf36a7392,No,No,bin,trash_bin,,
409de66b8cc428e3c9c4ecb7cefbd16509d239f2,No,No,decoration,decoration,,
409f25c7c976380bb3e7913d3e8e96b8b1eae06c,Yes,No,cabinet,cabinet,,
40a1c0dfa7e40b762624476a23a9808b7c12f02a,No,No,seat,chair,,
40a4a40f8e33f115a9ae0e30518906f45d6d8d21,No,No,picture,picture,,
40a62d1982c7bd437b3e1d8aa57ccc00a415804a,No,No,bed,bed,,
40a9189cf3fe6b8984c2b70782ee966063c8bbff,No,No,shelf/cabinet,shelf/cabinet,,
40b8ccb17ad52c7791275d273100a35f8832a845,No,No,table,table,,
40bf81e852fd34c4d390fa68f71d2cafcb91f2f4,No,No,vase,vase,,
40c0f576c508c790513aae736adc5f80b40bc354,No,No,bench,bench,,
40ca05c45d5abddaa84bd4eaceca8506e405df17,No,No,flowerpot,flowerpot,,
40cab1efbdd08079d741749d43d8cdc0e5eb3e7d,No,No,stool,stool,,
40cb227e26c9274895a33bea0fe7ed2aa4414711,Yes,No,casket,casket,,
40ccff4630fc6d76ec84ac9c13bb13406823206c,No,No,picture,picture,,
40e02b56e04ffa8731991ba50249a1f1a0f0d81e,No,Yes,statue,statue,,
40e5d7913c99d57970af04f50fa5a6f1c3fde640,No,Yes,cup,cup,,
40e91441348964f421e292446deb9c05bbe7bf1d,Yes,No,cabinet,cabinet,,
40effc5a3d4e42ac5778667f5ec82f8019b31833,Yes,No,cabinet,cabinet,,
40ff65d577d2c019a32f4d06ee2f2dca913fabf2,No,No,bathtub,bathtub,,
4100f1cb23126862eff2a9c2bf16418f61b46141,No,No,mirror,mirror,,
41059c4d9ae2380bf7304880f2ba5f3327bb0a47,No,No,display_table,display_table,,
4106160be8e18d73aa704da0ed993aed8175b4d4,No,No,bathtub,bathtub,,
410d9d8aea155e72fbc0342be6d114d7e50391fd,No,No,picture,picture,,
410df75a7d23575b8c932935a6e2618c35e029dc,No,No,table,table,,
410df75a7d23575b8c932935a6e2618c35e029dc_part_1,No,No,bench,bench,,
410df75a7d23575b8c932935a6e2618c35e029dc_part_3,No,No,table,table,,
411d4c41eb34bad684255b479ecb7f607bfc056d,No,Yes,bottle,bottle,,
411f9683638996b3326f68c89bebb3fddd771a2f,No,No,rack,rack,,
41211ff4c9664a5f94a7728259a6ae23eb9c86f6,No,No,ladder,ladder,,
4122c550741deeda8ed0b4da129bab0cd403cae7,No,No,mirror,mirror,,
4124031014d73ec4e7399d00c48f881dbdfc8808,No,No,window_shade,window_shade,,
4124d9c88305aaa746721e88a32cc2f38353b71a,No,Yes,bottle,bottle,,
412997d14d7f4d1c7bc86f46698e071de8d9a99d,No,Yes,cup,cup,,
412c833d4428480466b704ce25bf06f519c8cf72,Yes,No,cabinet,kitchen_cabinet,,
412f770ef78b95fceb65b423bf7e0c1b1bed2682,No,No,bed,bed,,
413cd7ffe113bfb25a17a4d46a0840fd3d3abffb,Yes,No,cabinet,bathroom_cabinet,,
413e6af8c703948ae88645c2dd6bae48a7498322,No,No,statue,statue,,
4146a7675ab6add71194b562205c185e81cdb9c9,No,Yes,picture,picture,,
41470dec60ccdd679a508b16fa8397264ce9dcab,No,No,picture,picture,,
4147479834fba420ecd87bdec3e666ac00a1117e,No,No,picture,picture,,
41474cb8f53d913124f1a84c081b85b7a1358770,No,No,decoration,decoration,,
414f1b65ce123c7acc6487d2d73626b819de89ba,No,Yes,box,box,,
414f3e47c56d40c063b43cfb93305fa43b307ce6,No,No,decoration,decoration,,
4152be4a6c6b4b620391d15992d82c49c9ded470,No,No,stool,stool,,
4155657a438729ac2fc54502f80208ac115bfc84,No,No,bed,bed,,
4161b9515c19234888414cc0a0120f20e692795a,No,No,carpet,carpet,,
416c68a89eda39033eb729fa72f7058802555a9e,Yes,No,fridge,fridge,,
416c8c61813d1bc5adffb17e050db22b86107763,No,No,bed,bed,,
41730b73d182431a53ea927832477ba2d148013d,No,No,seat,pouffe,,
41753aebe629e7e2fbc8c576ce5865056b824ff7,No,Yes,plate,plate,,
417c469d0fd9fa9bcf37359ec61feac8a69f90be,No,No,picture,picture,,
418d1de8423f9438418fad1cbee881bd5c975709,No,No,tv,tv,,
4192b93682edc3c5585701c1ba90a34e9fd2f75b,No,No,painting,painting,,
419625a0eca4ea48186fc8ca8dcdaa9f25d9dca6,Yes,No,cabinet,cabinet,,
419726d3f7994c8e83ddff882e6ca4f92a9b5a2b,No,No,stool,stool,,
41987c22ea643f72186aec7991096ffd2a591091,No,No,bed,bed,,
419914894bc718a4fee51b8c422309d0da1192c1,No,No,candle,candle,,
419c7545288e80d1045111a5e3ba130175d8830a,No,Yes,broom,broom,,
41af0e5250b6f43e286c7e9977a8ea913d4d3128,Yes,No,cabinet,bathroom_cabinet,,
41b19efe13404b6c1c3035603cebb0bb7fe17139,No,No,carpet,carpet,,
41b34b14729a725df2129e4a4a3930ea5ce701bb,No,No,lamp,lamp,,
41ba7cda6f120a437f0907c7c3603c696bf96fab,No,No,bathtub,bathtub,,
41bafa470b4e4eb9ed3a8fb57a8d4ba5b321a939,Yes,No,cabinet,cabinet,,
41c6ef8e94a0c5fbf36edb9370dfce379709c333,No,No,carpet,carpet,,
41d16010bfc200eb4d71aea6edaf6ad4bc548105,Yes,No,table,table,,
41daf97339db15d4715470d3037495123774720f,No,No,carpet,carpet,,
41e40cd17772be73536acf7567572fa5ecfc915c,No,No,rack,rack,,
41eb79bd85025302bb404f5eb85e86a6702a9c8d,No,No,bin,trash_bin,,
41efc8ed9c8d433e9ff877f3b9ea1c0eda45479c,Yes,No,kitchen_appliance,oven_and_stove,,
41fde3a1656929b4d20d27e0de5d756ddb5215b0,No,No,lamp,desk_lamp,,
42026ccb6057538e11416e8d630fc1b7eab2085f,No,No,toilet,toilet,,
42066900e9ecb65dde6450c1f2bc4b5c6ce67cae,No,No,gym_equipment,basketball_hoop,,
42105592e35934803a55b6510bb230ccdfe190a1,Yes,No,dresser,dresser,,
4210a811f2034b5ecd694e6d7730367208d5c7a3,No,No,toy,toy,,
421342dda8db0984b527c8726553d0c92c161612,No,Yes,can,can,,
421574222ed69cc1c73bc5433dba4477b6b61647,No,No,shelf,bookshelf,,
421bbd9b012f00dd08087f502121b994bf54efa6,No,No,rack,rack,,
422131b21a90337c082f68bdcfe76a73e8804c85,No,No,flowerpot,flowerpot,,
422ce39dbe981637e8fd9d5a75179289a991a6fe,No,No,table,table,,
422ce39dbe981637e8fd9d5a75179289a991a6fe_part_1,No,No,seat,chair,,
422ce39dbe981637e8fd9d5a75179289a991a6fe_part_7,No,No,table,table,,
423452dec7665512f3c67cb9aa8079e2db904109,No,No,picture,picture,,
4239b3c22aacd5f94a9916f9b62dc29d364c0398,No,Yes,blanket,blanket,,
4243219d5d485cbd3d3e6ff92427006b4608571c,Yes,No,bed_table,bed_table,,
42446014f99f143903d1d18df356863e1ff2ff31,No,No,bench,bench,,
4244a5c9fb74784f8c25b5d8dc62a0628f87e3f0,No,No,container,container,,
424d7e7d258370736e6cfdbad2b253e521f80c79,Yes,No,kitchen_lower_cabinet,kitchen_lower_cabinet,,
425289a26069c1e7f62cae59970adf1170754094,Yes,No,cabinet,cabinet,,
42544324564af37ae0634e07a6a0554b1c38bd14,No,No,flowerpot,flowerpot,,
425469e08ddd4c779bb92e3bc2504e1124c2f47e,No,Yes,lamp,lamp,,
4254f35550281f6e419bb5c25f5ee5350b5c6487,No,No,counter,counter,,
425767948124e3e49ecc69a2d25810d98a30e255,No,No,seat,ottoman,,
425828a1813c9dacfd6630c307e69234bb54d31a,No,No,scale,scale,,
425f41a90050fa9071b096c4826d6ad307d541cc,No,No,decoration,decoration,,
4260beb09c5d505eb4a650d69cb72c5e41927bbc,No,No,bed,bed,,
42621bfde38ec4c920a419fce310e398f6d7ea8f,No,No,cabinet,bathroom_cabinet,,
42641b039e4028364b75ecf755c9ee15bd762df5,No,No,bed,bed,,
4268591d5dd40d5ecda06a244639462ceacf67a4,No,No,pillow,pillow,,
426b82af6d87005e0f2fa17217cd45b4826189aa,Yes,No,cabinet,kitchen_cabinet,,
426bfc6d17bdb74313b1960f6e0c4551a7dc767b,Yes,No,cabinet,cabinet,,
427308e0e8a2d7bf977d0b95545e1dcbe79d2380,No,No,basket,basket,,
42731211e7d3a5833080636b1533e8cd5e84a1d5,No,No,statue,statue,,
42759a0e39cb8a5ef4a9624ef9e746b3e9305656,No,No,carpet,carpet,,
427ad496e48b0526e2d8dbf3f2b2788c4a59c276,No,No,record_player,record_player,,
427e1e9e12064e671a7cf92d612b0fb7e12d4c95,No,No,bench,bench,,
4285ed4f76eeb02abd678716f5be73af61b53cab,Yes,No,cabinet,cabinet,,
4288cdc295bf7967d1f8e49c7bef5c997068790f,No,No,flowerpot,flowerpot,,
4297ba21cc4badbbf54b3386161fc2c7a12d0c71,No,No,painting,painting,,
429b25c630c222f447aaa0106f7cf5bdbf8dfaff,No,No,lamp,table_lamp,,
429de8a53ddf94a47ec553147dc8603b803be056,Yes,No,desk,desk,,
42a8880b28da59cf63d332ae8eef5787134cad84,No,No,mirror,mirror,,
42ad8913afa0bf8cc931a616889861fae580bc9b,No,No,toy,toy,,
42afeade7859d484a52046006595476f7006e755,No,No,vase,flower_vase,,
42b33e2349f4129d28a48bfb4bdadb813c7fd96c,No,No,desk,desk,,
42b33e2349f4129d28a48bfb4bdadb813c7fd96c_part_1,No,No,seat,office_chair,,
42b33e2349f4129d28a48bfb4bdadb813c7fd96c_part_2,No,No,lamp,desk_lamp,,
42b33e2349f4129d28a48bfb4bdadb813c7fd96c_part_3,No,Yes,laptop,laptop,,
42b33e2349f4129d28a48bfb4bdadb813c7fd96c_part_4,No,No,table,table,,
42b700c2f764ffffd3bba8d4851c12ef064c86d1,No,Yes,decoration,decoration,,
42b7a9e128cfaa5cf7811476d91dc14718b90050,No,No,mirror,mirror,,
42ba54225bc6cfcca8618a5dde7cbd5bb4a954da,No,No,towel_ring,towel_ring,,
42c2fce42ed600de5f0c6919ba47fe97e60ab673,Yes,No,cabinet,cabinet,,
42c79500f4c2d29cd0c307aa70e4e642ca6400c8,No,No,carpet,carpet,,
42cb718b424b95116f73aa35d78236874e3325cd,No,No,mirror,mirror,,
42cf6dce36f1ec0dd707f974a10bb95415daa17e,Yes,No,cabinet,cabinet,,
42cfd0e3f4ec36db29f75ea2d54f50675f868a11,No,No,stool,stool,,
42d5c24a2d442295c655ce32480cd29320b2691d,No,No,appliance,appliance,,
42d6ceaadfba84ab46dc33a39a997398eb0ae95b,No,No,toilet,toilet,,
42dbaa9beaad7561dfb76d392e6e543cf2fd4352,No,No,picture,picture,,
42dee69d6dde36a43da7e1880af5cfa439a4c64d,No,No,lamp,table_lamp,,
42df49592ce3c646bf92368203f520035f62a28f,No,Yes,toy,toy,,
42e0f927a6c68ae118ef54b5c6257b3cb32a4565,No,No,mirror,mirror,,
42e94924c53e3b433ec90790f862be2f693208fd,No,No,carpet,carpet,,
42eb8f0888cc794947060525b25c89ef0f49a30f,No,No,wall_board,wall_board,,
42f03acc2ca363d801060a9765bb12b03c0d1abf,No,Yes,jar,jar,,
42f6d722b1999efe45f9e510764c89c14385de10,No,No,curtain,curtain,,
430315716f096225c260e048452d5361866e93b2,No,No,seat,office_chair,,
430a35708f6aa3659ebee94b2b54a31b3d250cb8,Yes,No,cabinet,bathroom_cabinet,,
431965c6c19be61f2eca3ad05b85000be9abfd5c,No,No,flowerpot,flowerpot,,
4325dd26ec8e6c7a4384a8d6c3f1413b1382265c,Yes,No,cabinet,cabinet,,
432b7d5ca9f8ab10ec6838e07824a60d2da4cbf2,No,No,table,table,,
432d534d4c8ff1f6da0a75f2c8d750cccafff7b9,Yes,No,table,table,,
432ea22941c88f9849c68d2fc40f2ee62af3b303,No,No,bowl,bowl,,
4330f7083bd9841abff2b87e8b15bc1d4c32e5eb,No,Yes,blanket,blanket,,
433213616173b842cee2916a2cb845d64d92af75,No,No,curtain,curtain,,
4339f5bb26cd7bd0c2c07ea235639d494b22eed5,No,No,fence,fence,,
433dc0e422f8ea92d3d4967e18fb863c7e262580,No,No,seat,sofa_chair,,
434264604ec296e7af4ca0988f22793e21ea7fbf,No,No,seat,sofa_chair,,
434b4b243357c040f84c750e94f59c57fe37a16c,No,No,lamp,lamp,,
4341e7e9949ab8a6e48dbbeb5b7fdf798e5194fe,No,No,picture,picture,,
434be541829311c1e861a7526fd9ece25c2b072d,No,No,window_shade,window_shade,,
434d62df4ddc67fbd923c529eaf27c9dc08b4abc,No,No,washer/dryer,washing_machine,,
434fa4bae0f5869bcbc4c5ee630d3c35e4b38c0a,No,Yes,shoe,shoe,,
43502e1524f76fe08417ac1d25694fee35c2b51a,No,No,decoration,decoration,,
43504d49c28c67d6304be53a486a3cbc941f9aac,No,No,seat,chair,,
4354bdfdb4138f8da72743b1c712a4d16d490c7e,No,No,table,table,,
43515f36c795743f118fa52fbdf4f43ff0605c38,No,No,bed,bed,,
4353a69346f44085719048f890e5afbdd2ef6e31,No,No,window_frame,window_frame,,
43556722e2502c9faebc7080ca27476f860b83af,No,Yes,pillow,pillow,,
435bc1cce1598bb8a7b0bc6ec0b25e439056fdd8,No,No,table,table,,
4359d61391dfee18a7588c321ec0335b320361a2,No,No,doormat,doormat,,
4364aee5e26e9d71b68d098f81f407a0cee377d3,Yes,No,bed,bed,,
4364e0d4faa0006a6e447b9293fdfbe3c415cfa7,No,No,seat,sofa_chair,,
43724e5a605f001973057e92fb20f9a655d35b24,No,Yes,container,container,,
4372912e2c3f57c94c2d89dc26cd2591ec84929e,No,No,flowerpot,flowerpot,,
4375bb2914be29819938e8d7c6d5e5661b296bc3,Yes,No,kitchen_appliance,oven_and_stove,,
437c141eb76aca49a17d4590024794c5f6da6cae,No,No,air_duct,air_duct,,
437ce64363eff193eccf6538ca0ea3c0091b6458,No,No,lamp,desk_lamp,,
437d63141f9c157ca01a57b90e50be01ce2568c1,Yes,No,desk,desk,,
437dbcad4399eb4a081a62da7c7a0471c5bdbd14,No,No,mirror,mirror,,
437ff3cf55adfdf391a5ccf2ca65c470d8b6dbf9,No,No,mirror,mirror,,
4386f986c52f32d79f3058a57ae57297fed3402f,No,Yes,toilet_paper,toilet_paper,,
